user_id,username,department,role,status,hostname_count,device_count,iam_events,iam_failed_auth,iam_mfa_failures,iam_high_risk_events,iam_avg_risk_score,iam_max_risk_score,iam_hostname_count,iam_session_count,endpoint_alerts,endpoint_critical_alerts,endpoint_high_alerts,endpoint_unresolved_critical,endpoint_malware_alerts,endpoint_credential_alerts,endpoint_lateral_movement,endpoint_powershell,endpoint_tampering,endpoint_usb,endpoint_impossible_resolution,endpoint_hostname_count,termination_date,post_termination_iam_events,post_termination_endpoint_events,post_termination_activity,post_termination_activity_flag,authentication_risk,iam_risk,endpoint_severity_risk,threat_behavior_risk,contextual_risk,cross_signal_bonus,risk_score,risk_level,risk_band,risk_drivers
EMP10014,ridhi.saini2,People,Officer,Active,1,1,76.0,23.0,19,17.0,49.86,99.0,1.0,44.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,0,0,0,False,20.0,20.0,2.0,23.0,0.0,10,75.0,Critical,Critical,"elevated authentication risk (23 failed auth, 19 MFA failures); 17 high-risk IAM events; 2 malware alerts; 1 lateral-movement alerts; 1 security-tampering alerts"
EMP10015,isaiah.swaminathan1,Marketing,Officer,Inactive,1,1,5.0,2.0,2,1.0,37.67,92.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0,0,0,False,5.0,2.0,2.0,13.0,0.0,0,22.0,Low,Low,2 failed authentication events; 1 high-risk IAM events; 1 malware alerts; 1 PowerShell alerts; 1 security-tampering alerts
EMP10016,jacob.ranganathan48,Finance,Officer,Active,1,1,8.0,5.0,4,3.0,50.86,90.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,False,11.0,11.0,0.0,15.0,0.0,10,47.0,Medium,Medium,"elevated authentication risk (5 failed auth, 4 MFA failures); 3 high-risk IAM events; 1 malware alerts; 1 credential-access alerts; 1 PowerShell alerts"
EMP10017,vritti.sengupta40,Sales,Analyst,Active,1,1,7.0,3.0,2,3.0,65.0,99.0,1.0,5.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,0,0,0,False,6.0,6.0,5.0,25.0,0.0,10,52.0,High,High,3 failed authentication events; 3 high-risk IAM events; 1 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 1 security-tampering alerts
EMP10018,orinder.bera98,Customer Support,Executive,Inactive,1,1,2.0,0.0,0,0.0,29.0,29.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2026-07-25 15:40:44,1,1,2,True,0.0,0.0,0.0,6.0,6.0,0,12.0,Low,Low,1 lateral-movement alerts; 2 events after identity termination
EMP10019,vasana_bhasin70,Sales,Administrator,Active,1,0,5.0,2.0,1,2.0,66.0,99.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,,0,0,0,False,3.5,4.0,5.0,8.0,2.0,0,22.5,Low,Low,2 failed authentication events; 2 high-risk IAM events; 2 lateral-movement alerts; 1 critical endpoint alerts; 1 unresolved critical alerts
EMP10020,pranit.raja29,Human Resources,Consultant,Active,1,1,7.0,2.0,3,1.0,38.75,83.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0,0,0,False,6.5,2.0,2.0,7.0,0.0,0,17.5,Low,Low,2 failed authentication events; 1 high-risk IAM events; 1 malware alerts
EMP10021,alexander.sha81,IT,Engineer,Active,1,1,6.0,1.0,1,3.0,76.0,100.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,,0,0,0,False,2.5,6.0,10.0,27.0,2.0,5,52.5,High,High,1 failed authentication events; 3 high-risk IAM events; 3 malware alerts; 1 credential-access alerts; 2 PowerShell alerts; 2 security-tampering alerts; 1 critical endpoint alerts; 1 unresolved critical alerts
EMP10022,zarna.chawla28,Customer Support,Executive,Active,1,1,4.0,0.0,0,1.0,37.5,86.0,1.0,3.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,0,0,False,0.0,2.0,4.0,19.0,0.0,5,30.0,Medium,Medium,1 high-risk IAM events; 1 malware alerts; 2 credential-access alerts; 1 security-tampering alerts
EMP10023,tara.talwar25,Human Resources,Manager,Active,1,0,8.0,2.0,3,3.0,54.5,98.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0,0,0,False,6.5,6.0,5.0,1.0,2.0,3,23.5,Low,Low,2 failed authentication events; 3 high-risk IAM events; 1 critical endpoint alerts; 1 unresolved critical alerts
EMP10024,krishna.narang7,Human Resources,Analyst,Disabled,1,0,3.0,1.0,2,0.0,22.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022-07-19 10:41:36,2,1,3,True,4.0,0.0,0.0,6.0,9.0,0,19.0,Low,Low,1 failed authentication events; 1 malware alerts; 3 events after identity termination
EMP10025,naveen.johal55,Finance,Administrator,Active,1,1,3.0,1.0,1,0.0,65.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,0,0,False,2.5,0.0,0.0,5.0,0.0,0,7.5,Low,Low,1 failed authentication events; 1 security-tampering alerts
EMP10026,hemang.pandya70,IT,Manager,Active,1,1,5.0,1.0,2,1.0,43.0,72.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,,0,0,0,False,4.0,2.0,0.0,14.0,0.0,0,20.0,Low,Low,1 failed authentication events; 1 high-risk IAM events; 1 malware alerts; 2 PowerShell alerts; 1 security-tampering alerts
EMP10027,yahvi.tank8,Finance,Director,Inactive,1,1,6.0,1.0,3,1.0,28.6,89.0,1.0,5.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,,0,0,0,False,5.5,2.0,2.0,20.0,0.0,0,29.5,Medium,Medium,1 failed authentication events; 1 high-risk IAM events; 3 malware alerts; 1 PowerShell alerts; 1 security-tampering alerts
EMP10028,siddharth.patil20,Sales,Administrator,Active,1,1,1.0,0.0,0,1.0,98.0,98.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,,0,0,0,False,0.0,2.0,15.0,17.0,2.0,0,36.0,Medium,Medium,1 high-risk IAM events; 2 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 3 critical endpoint alerts; 1 unresolved critical alerts
EMP10029,victor.guha7,Procurement,Trainee,Active,1,1,8.0,3.0,2,4.0,55.75,98.0,1.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,,0,0,0,False,6.0,8.0,12.0,30.0,4.0,10,70.0,High,High,3 failed authentication events; 4 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 2 lateral-movement alerts; 1 PowerShell alerts; 1 security-tampering alerts; 2 critical endpoint alerts; 2 unresolved critical alerts
EMP10030,karan.hari9,Procurement,Manager,Active,1,1,5.0,0.0,2,2.0,67.25,91.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,3.0,4.0,5.0,0.0,2.0,0,14.0,Low,Low,2 high-risk IAM events; 1 critical endpoint alerts; 1 unresolved critical alerts
EMP10031,jyoti.rau6,Procurement,Manager,Active,1,0,5.0,1.0,1,0.0,28.67,50.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0,0,0,False,2.5,0.0,0.0,4.0,0.0,0,6.5,Low,Low,1 failed authentication events; 1 PowerShell alerts
EMP10032,lila.nadkarni27,Operations,Engineer,Active,1,1,6.0,1.0,1,1.0,44.75,95.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,False,2.5,2.0,2.0,3.0,0.0,0,9.5,Low,Low,1 failed authentication events; 1 high-risk IAM events; 1 PowerShell alerts
EMP10033,ekanta.chadha10,IT,Trainee,Active,1,1,5.0,3.0,3,1.0,51.0,73.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,False,7.5,2.0,0.0,0.0,0.0,0,9.5,Low,Low,3 failed authentication events; 1 high-risk IAM events
EMP10034,lajita.varkey45,Human Resources,Engineer,Active,1,1,4.0,0.0,2,1.0,63.0,76.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,,0,0,0,False,3.0,2.0,0.0,21.0,0.0,10,36.0,Medium,Medium,1 high-risk IAM events; 1 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts
EMP10035,tamanna.karan84,Customer Support,Analyst,Inactive,1,1,1.0,0.0,1,0.0,42.0,42.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,1.5,0.0,5.0,12.0,2.0,0,20.5,Low,Low,4 malware alerts; 1 critical endpoint alerts; 1 unresolved critical alerts
EMP10036,lipika.ahuja14,Customer Support,Executive,Active,1,1,4.0,0.0,2,1.0,41.25,85.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,3.0,2.0,0.0,12.0,0.0,5,22.0,Low,Low,1 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts
EMP10037,bhavani.karan34,Customer Support,Trainee,Active,1,1,8.0,1.0,4,3.0,55.5,100.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0,0,0,False,7.0,6.0,0.0,1.0,0.0,3,17.0,Low,Low,1 failed authentication events; 3 high-risk IAM events
EMP10038,girik.palla99,Finance,Administrator,Active,1,1,8.0,0.0,2,2.0,56.0,100.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,3.0,4.0,0.0,12.0,0.0,5,24.0,Low,Low,2 high-risk IAM events; 1 malware alerts; 1 credential-access alerts
EMP10039,janya.tella10,Finance,Officer,Active,1,1,2.0,0.0,0,0.0,55.0,55.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,,0,0,0,False,0.0,0.0,0.0,27.0,0.0,5,32.0,Medium,Medium,2 malware alerts; 1 credential-access alerts; 3 PowerShell alerts; 1 security-tampering alerts
EMP10040,kevin.tara47,IT,Consultant,Active,1,1,8.0,4.0,4,3.0,47.38,98.0,1.0,3.0,5.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,,0,0,0,False,10.0,6.0,4.0,28.0,0.0,10,58.0,High,High,"elevated authentication risk (4 failed auth, 4 MFA failures); 3 high-risk IAM events; 2 malware alerts; 2 lateral-movement alerts; 1 PowerShell alerts; 2 security-tampering alerts"
EMP10041,,Procurement,Executive,Inactive,1,1,8.0,1.0,3,3.0,65.43,93.0,1.0,5.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2023-01-14 01:44:55,7,6,13,True,5.5,6.0,4.0,24.0,10.0,8,57.5,High,High,1 failed authentication events; 3 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 2 PowerShell alerts; 13 events after identity termination
EMP10042,mahika.pillay53,Sales,Administrator,Active,1,1,4.0,1.0,0,1.0,46.5,72.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,,0,0,0,False,1.0,2.0,12.0,17.0,4.0,5,41.0,Medium,Medium,1 failed authentication events; 1 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 2 critical endpoint alerts; 2 unresolved critical alerts
EMP10043,deepa.wagle29,Sales,Trainee,Active,1,1,5.0,1.0,1,0.0,38.8,56.0,1.0,3.0,7.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,,0,0,0,False,2.5,0.0,10.0,22.0,0.0,0,34.5,Medium,Medium,1 failed authentication events; 3 malware alerts; 1 PowerShell alerts; 2 security-tampering alerts; 1 critical endpoint alerts
EMP10044,gopal.lala36,Human Resources,Administrator,Active,1,1,66.0,17.0,30,21.0,59.71,100.0,1.0,38.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,0,0,0,False,20.0,20.0,2.0,20.0,0.0,10,72.0,High,High,"elevated authentication risk (17 failed auth, 30 MFA failures); 21 high-risk IAM events; 2 malware alerts; 2 lateral-movement alerts"
EMP10045,kiaan.sen15,Marketing,Executive,Active,1,0,5.0,1.0,1,2.0,70.67,96.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,0,0,0,False,2.5,4.0,2.0,4.0,0.0,0,12.5,Low,Low,1 failed authentication events; 2 high-risk IAM events; 3 PowerShell alerts
EMP10046,aadi.boase41,Legal,Specialist,Inactive,1,1,5.0,1.0,0,1.0,40.0,71.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2025-04-29 00:00:00,4,3,7,True,1.0,2.0,7.0,8.0,10.0,0,28.0,Medium,Medium,1 failed authentication events; 1 high-risk IAM events; 2 credential-access alerts; 1 critical endpoint alerts; 7 events after identity termination
EMP10047,neel.acharya69,Sales,Consultant,Inactive,1,1,1.0,0.0,0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2025-07-25 00:00:00,1,2,3,True,0.0,0.0,5.0,7.0,11.0,0,23.0,Low,Low,1 malware alerts; 1 critical endpoint alerts; 3 events after identity termination; 1 unresolved critical alerts
EMP10048,george_dayal65,Brand,Director,Active,1,1,4.0,3.0,3,1.0,47.0,79.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,7.5,2.0,0.0,6.0,0.0,0,15.5,Low,Low,3 failed authentication events; 1 high-risk IAM events; 1 credential-access alerts
EMP10049,luke.walia87,Finance,Specialist,Active,1,1,5.0,2.0,3,0.0,50.0,68.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,False,6.5,0.0,5.0,15.0,0.0,0,26.5,Medium,Medium,2 failed authentication events; 1 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts
EMP10050,zayan.pandit56,Procurement,Specialist,Active,1,1,6.0,2.0,3,1.0,57.0,72.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,,0,0,0,False,6.5,2.0,2.0,12.0,0.0,0,22.5,Low,Low,2 failed authentication events; 1 high-risk IAM events; 2 credential-access alerts; 1 PowerShell alerts
EMP10051,ekbal.malhotra95,Finance,Manager,Active,1,1,8.0,4.0,4,2.0,48.14,97.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,0,0,0,False,10.0,4.0,4.0,8.0,0.0,5,31.0,Medium,Medium,"elevated authentication risk (4 failed auth, 4 MFA failures); 2 high-risk IAM events; 2 credential-access alerts"
EMP10052,anirudh.ramanathan31,Marketing,Engineer,Active,1,1,67.0,19.0,31,12.0,48.39,90.0,1.0,41.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,,0,0,0,False,20.0,20.0,2.0,11.0,0.0,8,61.0,High,High,"elevated authentication risk (19 failed auth, 31 MFA failures); 12 high-risk IAM events; 1 lateral-movement alerts; 1 PowerShell alerts"
EMP10053,yashodhara.arora79,People,Trainee,Active,1,0,5.0,2.0,2,0.0,39.33,61.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,,0,0,0,False,5.0,0.0,2.0,26.0,0.0,5,38.0,Medium,Medium,2 failed authentication events; 2 malware alerts; 1 lateral-movement alerts; 2 PowerShell alerts; 1 security-tampering alerts
EMP10054,aradhana.bahl32,Finance,Analyst,Active,1,1,4.0,2.0,1,0.0,26.5,34.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0,0,0,False,3.5,0.0,2.0,16.0,0.0,5,26.5,Medium,Medium,2 failed authentication events; 1 malware alerts; 1 lateral-movement alerts; 1 PowerShell alerts
EMP10055,joshua_gera72,Sales,Manager,Active,1,1,2.0,2.0,1,2.0,80.5,87.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0,0,0,False,3.5,4.0,7.0,18.0,0.0,5,37.5,Medium,Medium,2 failed authentication events; 2 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 1 critical endpoint alerts
EMP10056,anvi.parmar57,Supply Chain,Officer,Inactive,1,1,5.0,2.0,1,3.0,67.5,95.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,0,0,0,False,3.5,6.0,0.0,10.0,0.0,0,19.5,Low,Low,2 failed authentication events; 3 high-risk IAM events; 1 credential-access alerts; 1 PowerShell alerts
EMP10057,nimrat.nair32,Marketing,Officer,Active,1,1,10.0,2.0,5,2.0,57.29,97.0,1.0,7.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,False,9.5,4.0,2.0,15.0,0.0,5,35.5,Medium,Medium,"elevated authentication risk (2 failed auth, 5 MFA failures); 2 high-risk IAM events; 3 malware alerts; 1 PowerShell alerts"
EMP10058,ishanvi.chakraborty35,Operations,Consultant,Active,1,0,7.0,3.0,2,1.0,44.71,71.0,1.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,0,0,0,False,6.0,2.0,4.0,12.0,0.0,0,24.0,Low,Low,3 failed authentication events; 1 high-risk IAM events; 1 malware alerts; 1 security-tampering alerts
EMP10059,warjas.sachar28,Human Resources,Director,Active,1,1,4.0,1.0,2,2.0,59.33,93.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,0,0,0,False,4.0,4.0,2.0,7.0,0.0,0,17.0,Low,Low,1 failed authentication events; 2 high-risk IAM events; 1 credential-access alerts
EMP10060,aarna.gera50,Procurement,Analyst,Active,1,1,6.0,3.0,3,2.0,56.0,99.0,1.0,3.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,0,0,0,False,7.5,4.0,2.0,22.0,0.0,5,40.5,Medium,Medium,3 failed authentication events; 2 high-risk IAM events; 3 malware alerts; 1 lateral-movement alerts; 1 security-tampering alerts
EMP10061,bahadurjit.mishra54,Customer Support,Officer,Active,1,1,2.0,1.0,0,1.0,54.5,72.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,1.0,2.0,0.0,20.0,0.0,5,28.0,Medium,Medium,1 failed authentication events; 1 high-risk IAM events; 4 malware alerts; 2 lateral-movement alerts
EMP10062,,Operations,Director,Inactive,1,1,3.0,0.0,0,0.0,31.0,44.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2026-02-17 07:54:42,3,1,4,True,0.0,0.0,4.0,15.0,10.0,0,29.0,Medium,Medium,1 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 4 events after identity termination
EMP10063,ira.tara4,People,Director,Active,0,1,67.0,23.0,26,11.0,46.28,97.0,1.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,0.0,3.0,0.0,3,46.0,Medium,Medium,"elevated authentication risk (23 failed auth, 26 MFA failures); 11 high-risk IAM events; 1 PowerShell alerts"
EMP10064,onveer.seshadri42,Operations,Director,Disabled,1,1,5.0,2.0,3,1.0,47.0,77.0,1.0,4.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,,0,0,0,False,6.5,2.0,0.0,23.0,0.0,5,36.5,Medium,Medium,2 failed authentication events; 1 high-risk IAM events; 3 malware alerts; 1 credential-access alerts; 2 PowerShell alerts
EMP10065,chandresh_prashad29,Human Resources,Analyst,Active,1,1,2.0,1.0,0,1.0,64.0,73.0,1.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,,0,0,0,False,1.0,2.0,4.0,22.0,0.0,5,34.0,Medium,Medium,1 failed authentication events; 1 high-risk IAM events; 3 malware alerts; 1 credential-access alerts; 2 PowerShell alerts
