user_id,username,department,role,status,hostname_count,device_count,iam_events,iam_failed_auth,iam_mfa_failures,iam_high_risk_events,iam_avg_risk_score,iam_max_risk_score,iam_hostname_count,iam_session_count,endpoint_alerts,endpoint_critical_alerts,endpoint_high_alerts,endpoint_unresolved_critical,endpoint_malware_alerts,endpoint_credential_alerts,endpoint_lateral_movement,endpoint_powershell,endpoint_tampering,endpoint_usb,endpoint_impossible_resolution,endpoint_hostname_count,termination_date,post_termination_iam_events,post_termination_endpoint_events,post_termination_activity,post_termination_activity_flag,authentication_risk,iam_risk,endpoint_severity_risk,threat_behavior_risk,contextual_risk,cross_signal_bonus,risk_score,risk_level,risk_band,risk_drivers
EMP11758,naksh.madan88,Procurement,Trainee,Disabled,1,1,8.0,5.0,6,1.0,37.5,91.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2022-03-04 04:09:50,6,2,8,True,14.0,2.0,10.0,21.0,12.0,10,69.0,High,High,"elevated authentication risk (5 failed auth, 6 MFA failures); 1 high-risk IAM events; 1 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 2 critical endpoint alerts; 8 events after identity termination; 1 unresolved critical alerts"
EMP11367,unnati.sane95,Sales,Director,Inactive,1,1,8.0,3.0,7,2.0,49.33,98.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2023-11-20 02:42:29,8,4,12,True,13.0,4.0,5.0,27.0,10.0,10,69.0,High,High,"elevated authentication risk (3 failed auth, 7 MFA failures); 2 high-risk IAM events; 1 malware alerts; 2 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 1 security-tampering alerts; 1 critical endpoint alerts; 12 events after identity termination"
EMP11374,vyanjana.ahuja87,Human Resources,Consultant,Inactive,1,1,8.0,4.0,2,1.0,49.0,92.0,1.0,5.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2024-08-01 23:19:12,8,7,15,True,7.0,2.0,9.0,29.0,12.0,10,69.0,High,High,4 failed authentication events; 1 high-risk IAM events; 3 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 security-tampering alerts; 1 critical endpoint alerts; 15 events after identity termination; 1 unresolved critical alerts
EMP11665,oni_goda48,Human Resources,Executive,Active,1,1,48.0,8.0,20,12.0,54.85,97.0,1.0,25.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0,0,0,False,18.0,20.0,5.0,16.0,2.0,8,69.0,High,High,"elevated authentication risk (8 failed auth, 20 MFA failures); 12 high-risk IAM events; 2 malware alerts; 1 PowerShell alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP12678,aadhya.saraf43,Procurement,Director,Active,1,1,64.0,20.0,22,13.0,49.5,96.0,1.0,36.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,5.0,12.0,2.0,10,69.0,High,High,"elevated authentication risk (20 failed auth, 22 MFA failures); 13 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP10486,thomas.kaul29,Sales,Consultant,Active,1,1,8.0,3.0,5,3.0,54.88,99.0,1.0,3.0,7.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,,0,0,0,False,10.5,6.0,10.0,30.0,2.0,10,68.5,High,High,"elevated authentication risk (3 failed auth, 5 MFA failures); 3 high-risk IAM events; 2 malware alerts; 2 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 3 security-tampering alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP12030,urishilla.dugar5,Customer Support,Consultant,Active,1,1,15.0,6.0,4,6.0,56.15,97.0,1.0,9.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,,0,0,0,False,12.0,17.0,12.0,17.0,0.0,10,68.0,High,High,"elevated authentication risk (6 failed auth, 4 MFA failures); 6 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 2 critical endpoint alerts"
EMP11550,,Marketing,Consultant,Active,1,1,11.0,2.0,6,4.0,62.14,88.0,1.0,5.0,8.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,,0,0,0,False,11.0,8.0,9.0,28.0,2.0,10,68.0,High,High,"elevated authentication risk (2 failed auth, 6 MFA failures); 4 high-risk IAM events; 4 malware alerts; 1 credential-access alerts; 2 PowerShell alerts; 2 security-tampering alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP12762,nathaniel.jhaveri55,Marketing,Officer,Disabled,1,1,14.0,9.0,6,2.0,34.17,100.0,1.0,6.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2024-04-22 08:28:23,9,4,13,True,18.0,4.0,0.0,26.0,10.0,10,68.0,High,High,"elevated authentication risk (9 failed auth, 6 MFA failures); 2 high-risk IAM events; 3 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 13 events after identity termination"
EMP11114,anamika.iyengar53,Operations,Manager,Active,1,1,12.0,2.0,3,6.0,63.82,98.0,1.0,6.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,0,0,0,False,6.5,12.0,15.0,22.0,4.0,8,67.5,High,High,2 failed authentication events; 6 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 1 PowerShell alerts; 3 critical endpoint alerts; 2 unresolved critical alerts
EMP11001,aarush.prashad25,Procurement,Executive,Inactive,1,1,78.0,19.0,23,18.0,50.45,98.0,1.0,54.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2022-06-21 04:14:18,70,2,72,True,20.0,20.0,2.0,7.0,10.0,8,67.0,High,High,"elevated authentication risk (19 failed auth, 23 MFA failures); 18 high-risk IAM events; 1 malware alerts; 72 events after identity termination"
EMP12083,mohini.minhas94,Procurement,Manager,Active,1,1,67.0,26.0,27,14.0,43.08,100.0,1.0,37.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,0.0,19.0,0.0,8,67.0,High,High,"elevated authentication risk (26 failed auth, 27 MFA failures); 14 high-risk IAM events; 2 malware alerts; 1 PowerShell alerts; 1 security-tampering alerts"
EMP12895,max.kant36,Finance,Trainee,Inactive,1,0,67.0,20.0,23,13.0,43.66,100.0,1.0,33.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2025-07-22 13:04:12,60,1,61,True,20.0,20.0,2.0,7.0,10.0,8,67.0,High,High,"elevated authentication risk (20 failed auth, 23 MFA failures); 13 high-risk IAM events; 1 malware alerts; 61 events after identity termination"
EMP11039,vritti.khalsa6,Customer Support,Director,Active,1,1,10.0,5.0,5,1.0,38.0,88.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0,0,0,False,12.5,2.0,12.0,28.0,2.0,10,66.5,High,High,"elevated authentication risk (5 failed auth, 5 MFA failures); 1 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 security-tampering alerts; 2 critical endpoint alerts; 1 unresolved critical alerts"
EMP10806,daniel.nadkarni96,Marketing,Specialist,Disabled,1,1,7.0,1.0,5,4.0,70.17,87.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2026-06-19 13:58:39,6,4,10,True,8.5,8.0,7.0,21.0,12.0,10,66.5,High,High,"elevated authentication risk (1 failed auth, 5 MFA failures); 4 high-risk IAM events; 3 malware alerts; 1 credential-access alerts; 1 PowerShell alerts; 1 critical endpoint alerts; 10 events after identity termination; 1 unresolved critical alerts"
EMP12745,prisha.sarkar30,Customer Support,Officer,Disabled,0,0,8.0,5.0,5,1.0,41.17,95.0,1.0,3.0,6.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2026-05-13 00:00:00,7,5,12,True,12.5,2.0,5.0,27.0,10.0,10,66.5,High,High,"elevated authentication risk (5 failed auth, 5 MFA failures); 1 high-risk IAM events; 3 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 12 events after identity termination"
EMP11130,radhika.sampath31,IT,Consultant,Active,1,1,13.0,4.0,8,4.0,54.83,93.0,1.0,7.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,0,0,0,False,14.0,8.0,5.0,27.0,2.0,10,66.0,High,High,"elevated authentication risk (4 failed auth, 8 MFA failures); 4 high-risk IAM events; 1 malware alerts; 2 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 1 security-tampering alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP10291,upasna_krishnamurthy12,Finance,Director,Active,1,1,59.0,16.0,19,18.0,52.57,100.0,1.0,36.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,0.0,16.0,0.0,10,66.0,High,High,"elevated authentication risk (16 failed auth, 19 MFA failures); 18 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts; 1 security-tampering alerts"
EMP10727,kabir.sampath9,Customer Support,Engineer,Active,1,0,61.0,24.0,29,14.0,46.94,98.0,1.0,40.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,0,0,0,False,20.0,20.0,4.0,12.0,0.0,10,66.0,High,High,"elevated authentication risk (24 failed auth, 29 MFA failures); 14 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts"
EMP11817,brinda.iyer33,R&D,Director,Active,1,1,56.0,17.0,21,12.0,45.21,95.0,1.0,24.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,2.0,16.0,0.0,8,66.0,High,High,"elevated authentication risk (17 failed auth, 21 MFA failures); 12 high-risk IAM events; 2 malware alerts; 2 PowerShell alerts"
EMP12446,aradhana.saha89,Human Resources,Consultant,Disabled,1,1,3.0,1.0,1,1.0,59.0,74.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2026-02-08 00:00:00,3,6,9,True,2.5,2.0,9.0,30.0,12.0,10,65.5,High,High,1 failed authentication events; 1 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 PowerShell alerts; 1 security-tampering alerts; 1 critical endpoint alerts; 9 events after identity termination; 1 unresolved critical alerts
EMP10746,oviya.acharya25,People,Executive,Active,1,0,70.0,24.0,31,13.0,46.37,100.0,1.0,37.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,0,0,0,False,20.0,20.0,7.0,10.0,0.0,8,65.0,High,High,"elevated authentication risk (24 failed auth, 31 MFA failures); 13 high-risk IAM events; 1 malware alerts; 1 PowerShell alerts; 1 critical endpoint alerts"
EMP11600,gagan.mitter67,Procurement,Director,Active,1,1,68.0,19.0,25,16.0,49.06,97.0,1.0,36.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0,0,0,False,20.0,20.0,7.0,8.0,2.0,8,65.0,High,High,"elevated authentication risk (19 failed auth, 25 MFA failures); 16 high-risk IAM events; 1 PowerShell alerts; 1 security-tampering alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP12567,sara.borah1,IT,Analyst,Active,0,1,66.0,24.0,22,14.0,48.55,100.0,1.0,32.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,0.0,15.0,0.0,10,65.0,High,High,"elevated authentication risk (24 failed auth, 22 MFA failures); 14 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts; 1 PowerShell alerts"
EMP10394,kiaan.suri21,Human Resources,Officer,Inactive,1,1,4.0,2.0,1,1.0,42.0,75.0,1.0,3.0,9.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,,0,0,0,False,3.5,2.0,15.0,30.0,4.0,10,64.5,High,High,2 failed authentication events; 1 high-risk IAM events; 4 malware alerts; 2 credential-access alerts; 2 lateral-movement alerts; 1 PowerShell alerts; 2 critical endpoint alerts; 2 unresolved critical alerts
EMP11763,rachita.baria48,Customer Support,Administrator,Active,1,1,70.0,17.0,27,14.0,50.22,98.0,1.0,40.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,5.0,9.0,2.0,8,64.0,High,High,"elevated authentication risk (17 failed auth, 27 MFA failures); 14 high-risk IAM events; 1 credential-access alerts; 1 PowerShell alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP10408,akshay.sarraf2,Procurement,Specialist,Active,1,1,74.0,13.0,26,22.0,53.96,98.0,1.0,45.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,2.0,12.0,0.0,10,64.0,High,High,"elevated authentication risk (13 failed auth, 26 MFA failures); 22 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts"
EMP11090,pahal.bajwa31,Legal,Trainee,On Leave,1,0,66.0,18.0,21,16.0,48.79,98.0,1.0,34.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,False,20.0,20.0,2.0,12.0,0.0,10,64.0,High,High,"elevated authentication risk (18 failed auth, 21 MFA failures); 16 high-risk IAM events; 1 malware alerts; 1 lateral-movement alerts"
EMP10472,aryan.gour66,Brand,Officer,Active,1,1,82.0,24.0,30,21.0,47.91,98.0,1.0,55.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0,0,0,False,20.0,20.0,2.0,13.0,0.0,8,63.0,High,High,"elevated authentication risk (24 failed auth, 30 MFA failures); 21 high-risk IAM events; 2 malware alerts"
EMP10710,hamsini.bassi31,R&D,Executive,Active,1,1,5.0,5.0,4,3.0,71.0,88.0,1.0,2.0,6.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,0,0,0,False,11.0,11.0,2.0,29.0,0.0,10,63.0,High,High,"elevated authentication risk (5 failed auth, 4 MFA failures); 3 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 security-tampering alerts"
EMP10772,gagan_bhandari75,Operations,Consultant,Active,1,1,78.0,27.0,28,18.0,52.33,100.0,1.0,41.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,0,0,0,False,20.0,20.0,0.0,15.0,0.0,8,63.0,High,High,"elevated authentication risk (27 failed auth, 28 MFA failures); 18 high-risk IAM events; 2 malware alerts; 1 PowerShell alerts"
EMP12391,pooja.iyengar59,Operations,Analyst,Active,1,0,7.0,3.0,4,3.0,62.14,100.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0,0,0,False,9.0,6.0,7.0,28.0,2.0,10,62.0,High,High,"elevated authentication risk (3 failed auth, 4 MFA failures); 3 high-risk IAM events; 2 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 1 security-tampering alerts; 1 critical endpoint alerts; 1 unresolved critical alerts"
EMP10118,sneha.prakash29,Sales,Specialist,Active,1,1,9.0,5.0,4,4.0,64.88,94.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,,0,0,0,False,11.0,13.0,2.0,26.0,0.0,10,62.0,High,High,"elevated authentication risk (5 failed auth, 4 MFA failures); 4 high-risk IAM events; 1 malware alerts; 1 credential-access alerts; 1 lateral-movement alerts; 2 PowerShell alerts; 1 security-tampering alerts"
EMP10393,aarini.deep10,IT,Administrator,On Leave,1,1,66.0,21.0,26,14.0,55.12,98.0,1.0,38.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0,0,0,False,20.0,20.0,4.0,10.0,0.0,8,62.0,High,High,"elevated authentication risk (21 failed auth, 26 MFA failures); 14 high-risk IAM events; 1 lateral-movement alerts; 1 PowerShell alerts"
